label	length
5	2000
5	2000
5	3000
5	4000
5	3000
5	2000
5	4000
5	3000
5	2000
5	4000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	3000
5	2000
5	2000
5	4000
5	8000
5	2000
5	3000
5	4000
5	2000
5	2000
5	2000
5	4000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	3000
5	3000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	3000
5	2000
5	5000
5	4000
5	2000
5	6000
5	2000
5	2000
5	4000
5	3000
5	5000
5	3000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	4000
5	2000
5	2000
5	2000
5	9000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	5000
5	3000
5	2000
5	2000
5	5000
5	2000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	3000
5	4000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	7000
5	2000
5	2000
5	2000
5	2000
5	6000
5	3000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	11000
5	2000
5	2000
5	2000
5	7000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	3000
5	3000
5	7000
5	2000
5	2000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	3000
5	2000
5	2000
5	2000
5	3000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	2000
5	4000
5	7000
5	2000
5	2000
5	4000
5	2000
5	2000
5	2000
5	2000
5	4000
5	2000
5	2000
5	3000
5	2000
3	2000
3	3000
3	5000
3	2000
3	2000
3	5000
3	3000
3	5000
3	2000
3	2000
3	5000
3	2000
3	2000
3	2000
3	4000
3	3000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	4000
3	2000
3	2000
3	1000
3	2000
3	4000
3	2000
3	2000
3	3000
3	3000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	3000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	5000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	4000
3	3000
3	4000
3	2000
3	2000
3	2000
3	3000
3	2000
3	4000
3	2000
3	2000
3	4000
3	5000
3	2000
3	2000
3	2000
3	3000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	6000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	4000
3	4000
3	2000
3	2000
3	2000
3	5000
3	2000
3	2000
3	2000
3	4000
3	2000
3	4000
3	2000
3	4000
3	3000
3	3000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	5000
3	2000
3	2000
3	3000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	5000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	4000
3	3000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	3000
3	3000
3	2000
3	2000
3	3000
3	5000
3	5000
3	4000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	3000
3	2000
3	5000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	3000
3	3000
3	1000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2002
3	2000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	2000
3	2000
3	3000
3	4000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	3000
3	2000
3	1000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	2000
3	4000
3	3000
3	3000
3	3000
3	3000
3	2000
3	2000
3	2000
3	2000
3	4000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	3000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	5000
3	2000
3	2000
3	3000
3	3000
3	2000
3	2000
3	2000
3	3000
3	3000
3	2000
3	2000
3	3000
3	6000
3	2000
3	3000
3	2000
3	4000
3	2000
3	2000
3	2000
3	1000
3	2000
3	2000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	2000
3	3000
3	5000
3	2000
3	2000
3	2000
3	2000
3	3000
3	2000
3	2000
3	2000
3	4000
3	2000
3	5000
3	2000
3	2000
3	3000
3	2000
3	2000
